entity,type
Shetkari Sanghatna,ORG
Goswami Tulsidas,PERSON
Chakeri,GPE
Anand Sharma,DIR
Doon,GPE
Madhvarayapuram,GPE
Chandrapur,GPE
Akhilesh Yadav,POL
Uthukuli,GPE
S Valarmathi,PERSON
directorate of plant protection,ORG
Farooq Abdullah,POL
Nilavati,PERSON
Luvk,PERSON
Dakshina Kannada,GPE
Fatehgarh Jandia,GPE
Natham,GPE
UP Police ’s,ORG
System of Air Quality and Weather Forecasting and Research,ORG
Pradeep Kumar Trivedi,PERSON
AM,ORG
Shajapur,GPE
the Haryana State Warehousing Corporation,ORG
Meo Panchayat,ORG
Sattenapalle,GPE
the Christian United Federation,ORG
Pant,PERSON
Dumka,PERSON
Avanigadda,GPE
Cotigao,GPE
Malaisamy,PERSON
Gautam Buddh Nagar,GPE
Diljit Dosanj,PERSON
Babli,PERSON
Madina village,GPE
Agroha,GPE
KSS,ORG
P S Kala,PERSON
Thiagarajan,DIR
S N Desai,PERSON
UP Police,ORG
Kabrav,GPE
Marungapuri,GPE
Balbir Singh,POL
Mamata,PERSON
Siddhpur Chowki,GPE
NASHIK/AURANGABAD/ KOLHAPUR:,GPE
Prashant Yadav Patil,PERSON
Nagapattinam,GPE
ABKS,ORG
Anjaiah,PERSON
Girnar,GPE
Swabhimaani Shetkari Sanghatna,ORG
Kirit Patel,PERSON
Meham,GPE
Navjot Sidhu,PERSON
Punjabiyat,ORG
Bhatti Vikramarka,PERSON
Rajula,GPE
Prasad Gaonkar,PERSON
Yogendra Yadavji,DIR
Ekta (Ugrahan,ORG
Gohil,PERSON
Dasharath Morajkar,PERSON
Devendra Pratap Mishra,PERSON
Hatt,GPE
Lammasingi,GPE
the Indian Tobacco Board,ORG
Yechury,PERSON
Vivek Gawande,PERSON
North Goa,GPE
Greater Chennai Police,GPE
Deepender Singh Hooda,PERSON
the Local Vegetable Seed Production Programme,ORG
Rajasthan Congress,ORG
Dhedhuki village,GPE
Bharat Kisan Union’s,ORG
Green Bench,ORG
Adani,PERSON
Shakar Ahari,PERSON
Zilla Parishad,ORG
Valpoi,GPE
Awadhesh Kumar,DIR
Hemkunt Foundation,ORG
the State Planning Institute,ORG
Anganwadi Mulazam Union,ORG
Sha,GPE
J Innocent Divya,PERSON
Amonkar,PERSON
Pravin Deshmukh,DIR
Medchal,GPE
South Chotanagpur,GPE
Rise,GPE
Narasayya Adam,PERSON
Azam,PERSON
Droupadi Murmu,POL
Venkatesh,PERSON
Sachin Shukla,PERSON
Vyas Mishra,PERSON
Prajal Sakhardande,PERSON
Balwant,PERSON
Indian Institute of Oil Palm Research,ORG
Chandu Patel,PERSON
Lakhimpur Kheri's,GPE
Koppal,GPE
Dileep Yadav,PERSON
Seraikela,GPE
Ashokenagar,GPE
Nawanshahr,GPE
Kanchanpur,GPE
Tejashwi ji,PERSON
the UN Food and Agriculture Organisation,ORG
Khublal Pandit,PERSON
Budh Ram,POL
Amit Chavda,DIR
Peddireddi Ramachandra Reddy,PERSON
Shiromani Akali Dal’s,ORG
Prasanth Rajesh,PERSON
TJS,ORG
Kaler,PERSON
the Capital Region Development Authority,ORG
Lakhimpur Kheri,GPE
Durga Prasad Yadav,POL
Sankol Chandrashekhar,PERSON
Ambala City,GPE
Amarinder Singh,POL
GoM,ORG
CCA,ORG
Sukumar Mandal,PERSON
Devanand Pawar,PERSON
Aavin,ORG
Gurpreet Kataria,PERSON
VCK,ORG
Satej Patil,PERSON
Govind Singh Dotasra,PERSON
SAD-BJP,ORG
Punjab Road Transport Corporation,ORG
Purnia,GPE
Yavat,GPE
JGPC,ORG
Vijay Chhabra,PERSON
Kosi Kalan,GPE
LONDON,GPE
Suneel Kumar,DIR
Salem Municipal Corporation,ORG
Narayanasami Naidu,PERSON
Paramjit Singh Pamma,PERSON
International Food Policy Research Institute,ORG
Yogendra Singh Rawat,PERSON
UP-Uttarakhand Sikh Organization,ORG
Kotdasangani,GPE
the Supreme Court ’s,ORG
M Balaji,PERSON
Cumbum mettu,GPE
T K Ashraf,PERSON
Thanesar,GPE
Kamlesh,PERSON
Daun Kalan,GPE
Sikandar Pal,PERSON
Sakhali,GPE
The Punjab Agricultural University Teachers Association,ORG
Tribhuvan Singh,PERSON
Dolar Chaklasiya,PERSON
Jagbir Singh,PERSON
Arvinder Kaur,DIR
Hriyadesh,PERSON
Yeknare,PERSON
Bandi Sanjay,PERSON
Rama Thiyagarajan,PERSON
Ahemadgarh,GPE
Tenkasi,GPE
Centre for Research and Industrial Development,ORG
IVRI,ORG
Pacs,ORG
Gurminder Singh,DIR
Modi ji,PERSON
Gir-Somnath,GPE
Bagga,PERSON
Jagadish Shettar,POL
CMCH,ORG
U-20,ORG
Nitin Gadkari,PERSON
KC Venugopal,PERSON
Haveri District Consumer Disputes Redressal Forum,ORG
Hospital,ORG
Tulsiram Pandey,PERSON
Tamil Nadu Forest Plantation Corporation Limited,ORG
Suresh Patidar,PERSON
Jasbir Gill,PERSON
FEROZEPUR,GPE
Snmyukt Kisan Morcha,ORG
Tractor Manufacturers Association,ORG
Shivare,GPE
Paravai,GPE
R Perumalsamy,PERSON
Dallas,GPE
Ti,PERSON
moong,GPE
Keshav Prasad Maurya,POL
Anil Anturkar,PERSON
Baba Ram Dev Singh,PERSON
Singhera,GPE
Bavla,GPE
Beniwal,PERSON
Kanhar,GPE
Komal Lamba,PERSON
Sangeum,GPE
PM Kisan Scheme,ORG
Shubham Garg,PERSON
Andhra Bank,ORG
Naygaon,GPE
Bhuse,PERSON
YSR,ORG
Swaraj Abhiyaan,ORG
Thullur,GPE
Mandsaur goli kand,GPE
Iraz Raja,PERSON
Sukhpreet Singh Udhoke,PERSON
Ashok Arora,PERSON
Balotara SDO,GPE
Subhadra Mhaske,PERSON
Gaitri Kumar,PERSON
CSE,ORG
Gajanan Hanmad,PERSON
M Ganesan,PERSON
Poinguinim,PERSON
Nepal,GPE
Sri Ganganagar,GPE
Candolim,ORG
the Bharat Petroleum Corporation Limited,ORG
Bahraich,GPE
Jamait Islami-E-Hind,ORG
EPS,ORG
Sanjhapura,GPE
Kovind,PERSON
Tadoba Andhari Tiger Reserve,ORG
Manokaran,PERSON
G Shyamsunder,PERSON
Bhatane,GPE
Democratic Teachers’ Front,ORG
Ravi Kuhrade,PERSON
M Gurusamy,PERSON
extendi,GPE
Manu,PERSON
Kaka,PERSON
P Maheshwaran,PERSON
Tirwa,GPE
Abu Bakr Siddique,PERSON
Japan,GPE
Harish Chandra,DIR
Dhiraj,PERSON
Talheri,GPE
Pragati,PERSON
Pankaj Hanaba,PERSON
Nandyal town,GPE
the Mirapur Gurdwara Management Committee,ORG
eBazar,ORG
Jagseer Singh,PERSON
indica,ORG
forest department,ORG
Mansa,GPE
Koheda,GPE
Sangaraju,PERSON
Amarinder Singh Raja Warring,PERSON
Megh,PERSON
Doaba,GPE
Nangloi,GPE
Karnik,PERSON
Rajaran Singh,PERSON
Shirgao,GPE
National Institute of High Security Animal Diseases Laboratory,ORG
Ayilai Sivasuriyan,PERSON
G Jayalekshmi,PERSON
Coutralam,GPE
SDMs,ORG
Satish Kumar,DIR
the Food Corporation of India,ORG
Smart Cities Mission,ORG
Ratnesh Mishra,PERSON
Dichpally,GPE
Pehowa,GPE
Sri Aurobindo College of Commerce and College,ORG
Koltes,PERSON
NABSanrakshan Trustee,ORG
Akalis,ORG
Tea Board,ORG
TN farmers’ wing,ORG
Budhram,PERSON
Gajendra Singh Parihar,PERSON
Theethipalayam,GPE
Yashwantrao Chavan,POL
Mormal,PERSON
Vishawjeet,PERSON
Neemrana,GPE
Siswan,GPE
Maharashtra Pollution Control Board,ORG
GN Devy,PERSON
Bhadohi,GPE
pro-Khalistan,PERSON
Haresh Thacker,PERSON
Kale Singh,PERSON
Agriculture Insurance Company,ORG
Kundanpally village,GPE
Siddhesh Jamdade,PERSON
Babra,GPE
Sikkim,GPE
Dinesh Naidu,PERSON
Satbiri Devi’s,PERSON
Rajrappa,GPE
Sandeep,POL
All India Institute of Medical Sciences,ORG
Chahar,PERSON
Gaurav Deep Singh,PERSON
Ramgarh Mod,GPE
Nasik,GPE
Gawali,PERSON
Shabana Shaik,PERSON
Mamata Banerjee,POL
SN Shrivastava,PERSON
the All-India Swaminathan Sangharsh Samiti,ORG
Sajjan Singh Cheema,PERSON
Kalwad,GPE
Vazhapadi,GPE
Om Prakash Dhankhar,POL
Mahto,PERSON
Ryan Reynolds,PERSON
Sadabhau Khot,PERSON
Tollywood,GPE
The Tamil Nadu Agricultural University,ORG
S R Balasubramaniam,PERSON
Jogulamba Gadwal,GPE
"Sathiaon, Azamgarh",GPE
KARNAL,GPE
Kharagpur,GPE
The Dalawai Committee,ORG
Kutchi,GPE
Sira,GPE
Gharaunda,GPE
Chakarbandha,GPE
D Thennagamani,PERSON
the Centre for Economic and Social Studies,ORG
Prabal Pratap Singh,PERSON
Itan Kalan,GPE
Nokh,GPE
Jamalpur,GPE
Abhijeet Singh,PERSON
Shivraj,PERSON
Ahluwalia,PERSON
Mehta,PERSON
Sadopur,GPE
Damor,PERSON
P G Medhe,PERSON
Bardoli Satyagrah,PERSON
Dinesh Mohan,DIR
Hamali Karmikara Okkuta,PERSON
Menasinahal,GPE
Saligram,PERSON
Vangaveeti Radhakrishna,PERSON
Ajoy Kumar Sinha,DIR
Beel Akbarpur,GPE
Morey,PERSON
Hemant Sikka,DIR
Shanmugi KS,ORG
Pokale,PERSON
HAZARIBAG,GPE
Hyderadbad Metrol Rail Limited,ORG
Honey,PERSON
ICAR-CCARI,ORG
Rajura,GPE
Hunsur,GPE
Rahul Gangurde,PERSON
Somnath,GPE
Melvin Roy,PERSON
Majra khap,PERSON
Hamirgarh,GPE
Haveri,GPE
Kanti Bariya,PERSON
Kulwinder Singh,DIR
Devlali,GPE
Kalamb,GPE
Chhail Bihari Goswami,PERSON
Harjit,PERSON
Sunil Dhande,PERSON
Beriya Daulat,GPE
RSP,ORG
BKS,ORG
Som Parkash,POL
Assandh,GPE
Sunil Jakhar,POL
Tadepalli,GPE
CCSHAU,ORG
Mukesh Rathod,PERSON
Deepender,PERSON
the ministry of agriculture,ORG
Archana Tatode,PERSON
Chandrakant Kavalekar,PERSON
Manikonda,GPE
the Shravan Baudh Ashram,ORG
Rajendra Singh,POL
Intelligence,ORG
Visakhapatnam Agency,GPE
Shaheed Express,ORG
Putsal--,GPE
the Central Warehousing Corporation,ORG
the Jaipur Development Authority,ORG
Su,PERSON
M Bhudaiah,PERSON
the Punjab Remote Sensing Centre,ORG
DB Naik,PERSON
Nageshri,GPE
Master Pepper Nursery,ORG
Noor Mohammed,DIR
All India Kisan Coordination Committee,ORG
WBCERC,ORG
Gajraula,GPE
Ajay Maken,POL
James,POL
Brijveer Singh,PERSON
Bhoomika,ORG
Ramtek,GPE
Waris,ORG
Yogesh Pratap Singh,PERSON
Krishna Kant Jha,DIR
HS Doreswamy,PERSON
Naubasta,GPE
DV Patel and Company,ORG
the Prime Minister’s Office,ORG
Pathanamthitta,GPE
Baljinder,PERSON
PFA,ORG
Rameshwar Jat,PERSON
All India Motor Transport Congress,ORG
Kooniyur,GPE
Srinivas Redddy,PERSON
Siraj Hussain,PERSON
Gosha,PERSON
Ratan Singh Sorout,PERSON
Isidore Fernandes,PERSON
S Ramachandran Pillai,PERSON
HISAR,PERSON
Nanora,GPE
Nagaland,GPE
Emmanuelle Charpentier,PERSON
National Centre For Aquatic Animal Health,ORG
the National Investigation Agency’s,ORG
EAMCET,ORG
Bhartiya Kisan Mahasangh,GPE
DHARWAD,GPE
Padalur,GPE
Mahapanchayat,ORG
Dandai,GPE
Lomte,PERSON
Dungarpur,GPE
State Sugar Cane Growers Association,ORG
Kulatheri,GPE
Balkar Singh Sandhu,PERSON
Sudhir Kothari,DIR
The Editors Guild of India,ORG
ANI,ORG
the Business Advisory Committee,ORG
Desiya Thanninthiya Nathigal Inaippu Vivasayigal Sangam,ORG
the Panj Pyare,ORG
Virendra Singh,DIR
Taiwan,GPE
RPSC,ORG
Anand,POL
Thana Bhawan,ORG
Punjab Federation of University and College Teachers Organisations,ORG
Pardeep Singh,DIR
Mahavikas Aghadi,ORG
Ramayapatnam,GPE
Khandeparkar,PERSON
Capt Amarinder,PERSON
(N Chandrababu) Naidu,POL
the Samyuk Kisan Morcha,ORG
Medanta,ORG
Farmers’ (Empowerment and Protection) Agreement,ORG
Kanjikuzhy,GPE
Todaraisingh,GPE
VIL,ORG
Mulug,GPE
Koride Mahesh Assembly,ORG
K Keshav Rao,POL
Rea,PERSON
Venod Sharma Ji,PERSON
AMIM,ORG
Niwada village,GPE
Sivaganga,GPE
Mobin Farooqi,PERSON
Samruddhi Murdabad”,GPE
Peravurani,GPE
National Institute of Oceanography,ORG
Thiruvalampozhil,GPE
Bawankule,PERSON
Chennai IIT,ORG
Raj Shekhar,PERSON
Balineni Srinivasa Reddy,PERSON
Yashvant Zade,PERSON
DSP,ORG
Curtorim,GPE
Kiccha,GPE
Baljeet Singh Sandhu,DIR
Gursab Singh,PERSON
KOLHAPUR,GPE
Kerali village,GPE
Sutharpur village,GPE
GORAKHPUR,GPE
Siddharthnagar,GPE
Khergarh,GPE
The Samyukt Kisan Morcha,ORG
Suguna,ORG
Mahindra,ORG
Jamkhed,GPE
HAMZA,GPE
Annur,GPE
Sitamarhi,GPE
Jafrabad,GPE
IVRI Bareilly,ORG
Narasappa,PERSON
Palwal-Gazipur-Shahjahanpur,GPE
Pakist,ORG
Vimalnathan,PERSON
Uchana,GPE
Rashtriya Janata Dal,ORG
Jay Narayan,PERSON
Andheri,GPE
Islam Ali,PERSON
Bhor,GPE
Reliance Seeds (Process) Company,ORG
Yeola,GPE
Maha Vikas Aghadi,ORG
Ambala Cantt,GPE
Shanthi Gears,ORG
Poreiyahat,GPE
the Indian Council of Agricultural Research,ORG
panchayat raj,ORG
Latur,GPE
the Indian Military Academy,ORG
Takht,GPE
Bhagwant Singh,POL
Panguni,GPE
Bhudiya,PERSON
Chopda,GPE
Vikas Balian,DIR
R C Srivastava,PERSON
Srirangam,GPE
Gharuan,GPE
Lopon,GPE
K Krishnaraj Hegde,PERSON
Indian Institute of Soybean Research,ORG
Madan Mohan,PERSON
The Union government,ORG
UAPA,ORG
Mavinahalla,GPE
Raghunandan Rao,PERSON
Phalodi,PERSON
Bhanu,GPE
Rinku Shaw,PERSON
Varkhed,GPE
Class XII,ORG
Vipul Raiyani,PERSON
Kumarakom,GPE
Satyendra Singh,DIR
Shoolagiri,GPE
Rajesh Kumar,PERSON
Balraj Singh Baja,PERSON
Shah,PERSON
Shahnawaz Alam REWARI,PERSON
the Women Development Corporation,ORG
Vaiko,POL
Malamachanahalli,GPE
Jasdev Sekhon,PERSON
Kolam Budruk,GPE
Goa,GPE
Harikrishnan,PERSON
Guru Nanak Dev University,ORG
Saumya Agarwal,PERSON
Indian Institute of Technology-Madras,ORG
Shankar,PERSON
Hamirpur,GPE
Myuru,GPE
HC Patil,PERSON
the Forum of IT professionals,ORG
Dhedha,GPE
JDA,ORG
Kelapur,GPE
Ramendra Singh,POL
AMRAVATI,GPE
Rampally village,GPE
Paigah,GPE
Narsampet,GPE
Surgana,GPE
Jayashankar Bhupalpally,GPE
West Bengal,GPE
Kalveerampalayam,GPE
Mani Damor,PERSON
Hemraj Verma,PERSON
Kalamsinh Baviya,PERSON
Dera Sachkhand Ballan,ORG
Satyendar Jain,PERSON
Akhil Bharatiya Kisaan Sangharsh Coordination Committee,ORG
Uttam,PERSON
Yeragara village,GPE
Sarabha Nagar,GPE
Patil Constructions,ORG
Maharashtra State Electricity Distribution Company Limited,ORG
Lasalgaon APMC,GPE
Charkhi Dadari,GPE
Haryana State Pollution Control Board,ORG
National Disaster Relief Force,ORG
Delhi Transport Corporation,ORG
NASA Marshall Space Flight Center,ORG
KRRSHS,ORG
SJM,ORG
Bollywood,GPE
Punjab Khet Mazdoor Union,ORG
Makhan Singh,DIR
Uttarakhand,GPE
Jagr,GPE
Gulia,PERSON
AURANGABAD,GPE
AITUC,ORG
Mishra,PERSON
Harpal Singh Cheema,DIR
GoAir,ORG
Sanjay Talwar,PERSON
Mullankadu,GPE
Anaikkarai Muthu,PERSON
Punjab Agricultural University,ORG
Aman Arora,DIR
the Indian National Lok Dal,ORG
Chaudhary Charan Singh,PERSON
The Aam Aadmi Party,ORG
Khet Talab Abhiyan,ORG
Kalasa,GPE
the department of animal husbandry and veterinary sciences,ORG
The Goa Biodiversity Board,ORG
Ladakh,GPE
Khutar,GPE
MNREGS,ORG
Chandalingi,GPE
International Monetary Fund,ORG
City,GPE
Mannachanallur,GPE
Sant Ram Singh,PERSON
Mohan Babu,PERSON
V K Gupta,PERSON
Sehpura village,GPE
Tobacco,ORG
Manimuthar,GPE
Laxman Nagar Giaspura,GPE
Khandekar,PERSON
Md Nadimul Haque,POL
Rajasthan Pragitisheel Mahila Andolan,ORG
Lalitha,PERSON
Shivapura,GPE
Bharatiya Kisan Sangharsh Samiti,ORG
Kolhan,GPE
M Prabhakar,PERSON
Chamkaur Singh,PERSON
Tanmanjeet Singh Dhesi,PERSON
Bhavesh Patel,POL
Miryalguda,GPE
Samrala,ORG
Nemawar,GPE
Maliya-Miyana,GPE
Premanand Shetty,PERSON
PWD,ORG
Vinod Rathod,PERSON
the national human rights commission,ORG
BADHNI KALAN,GPE
Malegaon Outer,GPE
Puliyarasi,GPE
Rajesh Kumar Dwivedi,PERSON
CPCB,ORG
Pampa,GPE
Puzhuthikuttai village,GPE
Lok Sangharsh Morcha,ORG
Raitha Morcha,ORG
Bombatty,GPE
Bansgaon tehsil,GPE
Ajaib Singh,PERSON
United Kingdom,GPE
Mohd Muslim,PERSON
the Punjab Agricultural University,ORG
Vandh,GPE
Dhavalikar,PERSON
KGMU,ORG
Ramesh Parmar,PERSON
England,GPE
Supreme court,ORG
Ranebennur,GPE
Abhay Singh,DIR
Edappadi Palaniswami ’s,PERSON
Ahirwar,PERSON
AS Bopanna,PERSON
Kavuthampalayam village,GPE
Muthuraman G,PERSON
Periyathadagam Pirivu,GPE
Vembarasi,PERSON
Mahesh Khuman,PERSON
Gadhakda,GPE
Aligarh,GPE
Dhanna,PERSON
Parthiban,PERSON
Baraut,GPE
Cotton Corporation of India,ORG
the Calcutta National Medical College,ORG
R K Zala,PERSON
Pimpri Chinchwad:,GPE
Jasbir Singh Gill,PERSON
Kankerkhera,GPE
Darshan Pal Singh,PERSON
Mudana,GPE
Bharitya Kisan Union,ORG
IARI,ORG
Madhapur,GPE
Sameera S,PERSON
Moosa Quadri,PERSON
Mainaguri,GPE
Khargone,GPE
Rajya Sabja,GPE
Central Citrus Research Institute,ORG
Nita Khandekar,PERSON
Kovilankulam,GPE
Indian Oil Corporation,ORG
Dabbahalli village,GPE
TPDK,ORG
BSP,ORG
Infam,ORG
B S Mann,PERSON
Sanyunkt Kisaan Morcha,ORG
Karishma Galani,PERSON
Ravneet Singh Bittu,POL
Navagam,GPE
CREDAI-Gujarat,ORG
Subrata Mukherjee,POL
Gurmukhi,GPE
Ara,GPE
Rupnagar district,GPE
K K Kalyankar,PERSON
Vala,PERSON
", Tejashwi Prasad Yadav",PERSON
Chaudhary Chhotu Ram Vichar Manch,PERSON
Khanapur,GPE
Thiruppananthal,GPE
Coonoor,GPE
Pratibha Shinde,PERSON
Gurjatan Singh Billu,PERSON
Haryana Kisan Manch ’s,ORG
Lucknow University,ORG
Vivasayigal Sangam,ORG
Yadadri Bhuvanagiri,GPE
A Revanth Reddy,PERSON
VADODARA/ANAND,GPE
Nepanagar,GPE
Gangeshwar Dutt Sharma,PERSON
Kinnakorai,GPE
Porvorim,GPE
the power department,ORG
Ekhatpuri,GPE
Nav Nirman Kisan Sanghatan Akshay,PERSON
Mewa Singh,POL
Mahbubnagar,GPE
Naidu,PERSON
Keelaiyur union,GPE
Rath,PERSON
Travel Food Services Pvt Ltd,ORG
Balluru,GPE
Mounika,PERSON
S T Somashekhar,PERSON
Yadgirigutta,GPE
Abi Emu Farms,ORG
Soham Ghate,PERSON
Guru Jambheshwar University of Science and Technology,ORG
Jayanti Parmar,PERSON
Udham Singh Na,PERSON
Raikwar,PERSON
Voice Trust,ORG
Satara,GPE
Jodhpur Nathuram Jhad,GPE
Chikhli,GPE
Lingapur,GPE
Vandanmedu Cardamom Growers’ Association,ORG
A K Balan,PERSON
Piyush Goyal,DIR
Devender,POL
APMCS,ORG
Indira Gandhi Government Medical College and Hospital,ORG
Jhuljhuli village,GPE
Haryana State Agricultural Marketing Board,ORG
Arvinder,PERSON
PRV,ORG
Commission,ORG
Washington,GPE
Belgharia,GPE
Bal Malkit Singh,PERSON
Murugan,PERSON
Gokalpar village,GPE
SWAT,ORG
Kothuru,GPE
Yogi Adityanath,PERSON
Kannur,GPE
Vijayasundaram,PERSON
SAD-Badal,ORG
Punjab Congress,ORG
KWAN Talent Management Agency,ORG
Shihore,GPE
Nandkumar Daga,PERSON
Uklana,GPE
Sukhbir Singh Badal,POL
Nitile Mahabaleshwara Bhat,PERSON
Harinder Singh Lakhowal,PERSON
Dhaliwal,PERSON
Shashikant Shinde,PERSON
Meenakshipuram,GPE
the Central Bank of India,ORG
the National Democratic Alliance,ORG
Khandoli,GPE
Delhi Sikh Gurdwara Management Committee,ORG
Jalaun,GPE
Nikhil Rajankar,PERSON
Pillayarnatham,GPE
Mahalam village,GPE
Ashok Gulati,DIR
Manjit Singh Dhaner,PERSON
Sanjeev Balyan,PERSON
APMC,ORG
Chatrapati Shivaji Maharaj,PERSON
Rajinder Singh,POL
Arif Mohammad Khan,POL
Khalistan Zindabad Force,ORG
KCR KCR,PERSON
Anti-Terrorist Front of India’s,ORG
Ahmedabad,GPE
Indian Air Force,ORG
Bablu Kharar,PERSON
Ramesh Chennithala,DIR
Kakkaji,PERSON
Yogendrasinh Rana,PERSON
Bharat Bandh,ORG
Salunke,PERSON
Nallareddy Shivaraj Shankar,PERSON
Bodhra,PERSON
Om Birla,POL
S. D. Billore,PERSON
Jagdish Kumar,DIR
Sah,PERSON
Vadodara/,GPE
Dattu Yadav Chaudhary,PERSON
A Govindaraj,PERSON
Gadot,PERSON
Priyanka Sharma,DIR
BT Lalitha Naik,PERSON
Hodenuru,GPE
A Rajashekar Reddy,PERSON
Sahu,PERSON
Khair,GPE
Risia,GPE
Kallikudi,GPE
Tipeshwar,GPE
Lakhnaur Sahib,GPE
Vishal Gada,PERSON
Nadakadu,GPE
Sara Javed Chawla,PERSON
Kiran Chandra,PERSON
All India Power Engineers Federation,ORG
Srinivas Reddy’s,PERSON
Cherukuvada Sri Ranganadha Raju,PERSON
J Parameshwar,PERSON
Gore,PERSON
Nilesh,PERSON
Alipur,GPE
Bhagwat Shendge,PERSON
Balwinder Singh,POL
Nayab Singh Saini,PERSON
VIJAYAWADA,GPE
Das,PERSON
Fortune Rice Pvt Ltd,ORG
S S Gill,PERSON
MSEDCL,ORG
Jhalawarre,GPE
Navalgund,GPE
Burjgill,PERSON
Mandhare,PERSON
Rythu Vedika,PERSON
Digvijaya Singh,POL
Chintamani Perni,PERSON
Karachiya,GPE
Gahlot,PERSON
Patil,PERSON
Rajveer singh,POL
Subhashini Akurathi,PERSON
Nikhil Dey,PERSON
HWC,ORG
Dindori,GPE
Bhoosredd,PERSON
Chhattarpur,GPE
Ram Moorty Joshy,PERSON
Dhindsa village,GPE
Damocles,PERSON
Nattarmangalam,GPE
YouTube,ORG
New Barrackpore,GPE
Shiromani Akali Dal,PERSON
Jagat Singh,POL
Leeds,GPE
Vazhakulam,GPE
Kondaiyampettai,GPE
Arvind,POL
Baderajpur,GPE
P V Saravanan,PERSON
JANS NKKC,ORG
N Rajeshwar Rao,PERSON
Ilavangal village,GPE
Salawas,GPE
D Jenarajani,PERSON
Save Our Rice Programme,ORG
Mavadi,GPE
Prattipadu,GPE
Deepika Padukone,PERSON
Sachin Gupta,DIR
Dhasmana,PERSON
AIMTC,ORG
Karan,PERSON
Umarkhed,GPE
The Northern Railway,ORG
Niharika Chauhan,PERSON
BAO,ORG
C Munianathan,PERSON
Coimbatore,GPE
Kasbe-Sukene,GPE
Ludewala village,GPE
Maruti,POL
the Sri Renganathar Farmers Producers Company,ORG
Sumeet Thakur,PERSON
Punjab Youth Congress,ORG
the National Capital Region,GPE
Hemant,PERSON
Sevli,GPE
B Rohit Singh,PERSON
Nilesh Vasava,PERSON
R Muthuraj,DIR
Ravi Kumar,DIR
All Kerala Pineapple Farmers Association,ORG
KSRTC,ORG
National Crime Records Bureau,ORG
G K Bakshi,PERSON
Mohra,GPE
Chand Singh,PERSON
R Rameshbabu,PERSON
O Panneerselvam,ORG
P S Masilamani,PERSON
Aishwarya Bhati,PERSON
Jalbera village,GPE
Bhangda,GPE
pro-Kannada,ORG
Rachakonda,GPE
B Lingappa,PERSON
Ramba,GPE
Swamimalai,GPE
JALANDHAR,PERSON
Kaliravan village,GPE
Tarkishore Prasad,PERSON
Bharti Pawar,PERSON
M K Stalin,PERSON
the Knitwear Club,ORG
Bharadwaj,PERSON
the Trinamool Kishan Morcha,ORG
Prasun Banerjee,POL
Shetkari Swabhimani Sanghatana,ORG
Anant Bhaskarwar,PERSON
Bhawanigarh,GPE
Thennagamani,PERSON
Uddandarayunipalem,GPE
Rajamani,POL
Bommanampalayam,GPE
Mauli,GPE
Choudhary,PERSON
Sahjada,PERSON
Limba Rathod,PERSON
Nanganur,GPE
Avik Sah,DIR
Sadar Dabwali,GPE
KK Joshi,PERSON
BTP Rajasthan,ORG
Jaunpur,GPE
Warasia,GPE
Rajagopal,PERSON
Tehroli,GPE
Amritsar,GPE
Pokia,PERSON
Rajesh,PERSON
Haryana Jan Chetna Party,ORG
Koderma,PERSON
Goenka,PERSON
Rajasthan NSUI,ORG
Shilpi Arora,DIR
Dongergaon,GPE
Kissan Sanman,PERSON
the University School of Open Learning,ORG
Captain,ORG
Laghata,GPE
the Aikhya (United) Forum,ORG
Bundelkhand,GPE
NGT Southern Zo,ORG
Chabba,PERSON
Neikuppai,GPE
Malda,GPE
Kallanai,GPE
Maval,GPE
Botad,GPE
pradhan Deviram,PERSON
Dheram Mandaria,GPE
Mata Gujri Kaur,PERSON
Rise-Pise,GPE
Niljagaon,GPE
Hinjewali,GPE
Amrinder Singh,DIR
Rupesh Pangam,PERSON
Praveen Kumar,DIR
Pushkar Singh,PERSON
Billa Bhullar,PERSON
Centre for Development Economics and Innovation Studies,ORG
gurdwara,GPE
Bhola Yadav,PERSON
Bogh,PERSON
V S Kalisamy,PERSON
Raghavendra Singh Chauhan,PERSON
Chauhan,PERSON
RPF,ORG
Indian Institute of Management-Bangalore,ORG
Bijnor,GPE
Aruchamy,PERSON
Siddalingappa Roodagi,PERSON
AMMK,ORG
Ajmer Singh Lakhowal,PERSON
Vaikom,POL
Dilip Rath,DIR
Kottampatti,GPE
GMCH,ORG
Mangesh,GPE
Saifullah Khan,PERSON
department of science and technology,ORG
Karnail Singh Lang,PERSON
LPS,ORG
the Bharatiya Tribal Party,ORG
the Punjab BJP,ORG
Chhindwara,GPE
Rampur BKU,GPE
Ramrao Wagh,PERSON
Kopara village,GPE
Ramesh Sahu,DIR
SJF,ORG
GREATER NOIDA,GPE
Azamgarh,GPE
Cuddalore,GPE
Vardi village,GPE
Harbhajan Singh Cheema,PERSON
Bharatiya Kisan Sangam’s,ORG
farmers’ association,ORG
MahaMetro,ORG
GFP,ORG
Bombay,GPE
Jagbeer Singh Sokhi,PERSON
Rohini Sindhuri Dasari,PERSON
Ajay Tyagi,DIR
Satish Verma,PERSON
Sampigehalli,GPE
Nirmal,GPE
Mandvi taluka,GPE
Sheeba,POL
Pulkit Khare,PERSON
Nalanda,GPE
GoI.,ORG
Sheel Biotech Private Limited,ORG
Raibag,GPE
