entity,type
Tewari,PERSON
SD Pawar,PERSON
Annadata Shetkari Sanghatna,ORG
IRMA,ORG
Kapren,GPE
Jyotiraditya Scindia,POL
Shahid Alam,PERSON
Kamala Harris,PERSON
Harsimran Kaur,PERSON
Bhartiya Kisan Union (,ORG
Sourav Mukherjee,DIR
Pradeep Kumar Agrawal,DIR
Farukkhabad,GPE
B R Gawai,PERSON
Brijpal Singh,PERSON
NADP,ORG
AITUC,ORG
K Sanjeevaiah,PERSON
Hafsa Khan,PERSON
Gal Gadot,PERSON
Sanjivani,ORG
AP,GPE
Rajasekhar Reddy,DIR
Karamjit Singh Chilla,PERSON
SAUTA,ORG
MKU,ORG
Inam Puliyur,GPE
Vijender Shakya,PERSON
Lanji,GPE
Karamjit Nambardar Moly,PERSON
Hazratnagar Gadhi,GPE
Zuari Agro Chemicals,ORG
Narayan Chimaji Sarde,PERSON
Jaipal Reddy,POL
Windsor,GPE
G B Lokesh,PERSON
P Sankaralingam,PERSON
Swetha,PERSON
Shaymaprasad Mukherjee Rurban,PERSON
Chinnapettu Kanapalli,GPE
Om Prakash,POL
Besuru,GPE
Jaypraskash Nagar,GPE
Rajnish International,ORG
CRZ,GPE
Kalva Chwok,GPE
Piyush Manchanda,PERSON
Jeetu Maddhesia,PERSON
Lovepreet,PERSON
Akhil Bharatiya Vidyarthi Parishad,ORG
Savina,PERSON
Narayanasamy Naidu,PERSON
Surat Municipal Corporation,ORG
MNM,ORG
the Pune Municipal Corporation,ORG
Kiran Maheshwari,POL
CHITRAKOOT,GPE
Nation for Farmers,ORG
K Madheva,PERSON
Ropar,GPE
Rakesh Chandra Mishra,DIR
Dharminder Malik,PERSON
Nikhil Lohar,PERSON
Bidhnoo,GPE
State Congress,ORG
Rahul Ahuja,DIR
Mahendra Soni,DIR
Harvinder Singh Virk,PERSON
Toronto,GPE
Juhu,GPE
Edhara village,GPE
Bengal Yuva Morcha,ORG
Khowal,PERSON
the CPI(M),ORG
Ragha,PERSON
Arvind Kumar Chaurasiya,PERSON
National Rainfed Area Authority,ORG
Sadar Dabwali,GPE
Mohali Rajesh Kumar Raheja,PERSON
Amritsar North,GPE
Pokkali Land Development Authority,ORG
Donje,GPE
Sana,PERSON
Gatauli,GPE
Thumbalpatty village,GPE
IJAAR,ORG
K Kunjan,PERSON
Khajurna,GPE
Pimpalgaon,ORG
Sarhad Dairy,ORG
Birender,PERSON
Sriveda Bollam,PERSON
Chopda,GPE
the Jauhar Trust,ORG
Shela,GPE
FRP,ORG
Karwarikhurd village,GPE
Hemant,GPE
Bhagwan Singh Rana,PERSON
Anand Nagar,GPE
Pawar,PERSON
Arun Jaitley,POL
Mallikarjun Valkaldinni,PERSON
Malegoan,GPE
Warasia,GPE
Techies for Karshak,ORG
Lathar,DIR
the Bharat Petroleum Corporation Limited,ORG
SR Engineering Private Limited Company,ORG
Bonde,PERSON
KORAPUT,GPE
Indian Society Of Agricultural Engineers,ORG
Nathuram Godse,PERSON
Narsimha,PERSON
Baliyon,GPE
Anasagar,GPE
Ram Singh,PERSON
Vijay Sethupathi,PERSON
Selvaraja,POL
Court,ORG
Neemli village,GPE
Nagsennagar,GPE
Harsh Agrawal,DIR
The Sanyukt Kisan Morcha’s,ORG
All India Congress,ORG
Kachru Nikam,PERSON
Kisan Sangharsh Committee,ORG
the Narcotics Control Bureau,ORG
Vetrivelrajan,PERSON
Odanchathiram,GPE
Bercha,GPE
AP Singh,PERSON
"Ghera Dalo,",GPE
CB Ram Mohan Reddy,PERSON
Siva Racharla,PERSON
Umesh Chandra,DIR
Piprasi,GPE
CPM,ORG
J&K,GPE
Namami Gange,ORG
Shyla Talluri,PERSON
TOI,ORG
Raisar,GPE
Bubbly Grewal,PERSON
N Galappa,PERSON
Bandi Sanjay,PERSON
Wathoda,GPE
Indian Army,ORG
Telegram,ORG
Colin Gonsalves,PERSON
Chandan Unandkar,PERSON
Khoda,GPE
Sushil,DIR
MoD,ORG
Sukhveer Singh,POL
Pramod Yadgirwar,PERSON
Jai Prakash Singh,POL
Sivarasu,PERSON
New-Delhi,GPE
Sardul Sikander,PERSON
Ravilal Marandi,PERSON
B Rachna Reddy,PERSON
Alnavar,GPE
the Maharashtra State Cooperative Marketing Committee Federation,ORG
Syed Imran Masood,PERSON
Attapadi,GPE
Vedanta,ORG
the American Sikh Council,ORG
Mandir Marg,GPE
Bihar Rajya Farm Labour Union,ORG
Amit Kumar KARNAL,PERSON
Tea Board of India,ORG
Bardoli Satyagrah,PERSON
"the directorate of industry, trade and commerce",ORG
Swaran Singh,POL
Ravulapalem Agriculture Market Committee Traders’ Association,ORG
Deepak Kumar,POL
Pradeepsinh Jadeja,PERSON
Alpana,PERSON
the PAU Employees’ Union,ORG
Ranjandeep Singh Sandhu,PERSON
Food and Agricultural Organization,ORG
the Solvent Extractors’ Association of India,ORG
a Kisan Sewa Dal,ORG
Luvkush Nagar,PERSON
Shobhasar,GPE
the Terai Kisan Mahasabha,ORG
Bolina village,GPE
Koppampatti,GPE
Std VIII,ORG
Sanjay Juneja,PERSON
Dabhi,PERSON
SURAT,GPE
Hisar SP,ORG
Thangadh,GPE
Raes Ansari,PERSON
Anjar Varthalai,GPE
Diwala village,GPE
RARS,ORG
Rajmathai,GPE
Chaudhary,PERSON
Kot,GPE
Baroda,GPE
B S Salunke,PERSON
Katargam,GPE
Congre,ORG
the Maharashtra Rail Infrastructure Development Corporation Limited,ORG
Narsinh Ramani ni Vadi,GPE
KK Manohara,PERSON
Vishwanath,PERSON
Mahila,DIR
Aman Saxena,PERSON
Ashok Dalawai,PERSON
Anjarvarthalai,GPE
Rohit,PERSON
Palammal,PERSON
HD Kote,GPE
Sadashiv Shelar,PERSON
Pagalavadi,GPE
JGPC,ORG
Manojkumar Sharma,PERSON
Kumbakonam,GPE
Alwar/Jaipur,GPE
LUDHIANA,GPE
Mavani,PERSON
Andure,ORG
Hayathnagar,GPE
operative officials,ORG
Belagavi,GPE
Chellanam panchayat,GPE
the Union Cabinet,ORG
Irfhan Shaikh,PERSON
Mandeep Poonia,PERSON
TC Mathew,PERSON
P P Kharpatil Constructions Pvt Ltd,ORG
Khadakwasla,GPE
Khodiyarnagar,GPE
the ICAR - Central Coastal Agricultural Research Institute,ORG
Thanjavur,GPE
Ajay Kumar Mishra,DIR
Sarhali,GPE
Triveniganj,GPE
Simadi village,GPE
Rama Velingkar,PERSON
Kim Kardashian West,PERSON
Rotary Club Blood Bank,ORG
A Gopalkrishnan,PERSON
Sankarapalayam,GPE
Gharaunda,GPE
Soumini Jain,PERSON
Shastri Colony,GPE
Ayush,PERSON
Sheeba,POL
K Gopala,PERSON
Ramesh Madhu,GPE
Prabhjot Singh,DIR
Ravindra B,PERSON
Vinod Nagar,GPE
G Ranganathan,PERSON
Punjabi University,ORG
Sunaina Singh,DIR
RMC Yard,ORG
Vijay Shankar,POL
Kalicharan,POL
Anil Shewale,PERSON
Miraj,GPE
Maheshinder Singh Grewal,PERSON
Kajal,PERSON
Guru Nanak Dev,PERSON
", Wilfred D’Sa",PERSON
Trichy West,GPE
Ramvilas Gurjar,PERSON
Arvind Shakya,PERSON
Mandis,ORG
IISc,ORG
GVK Bio,ORG
The All India Kisan Sabha’s,ORG
Shahzadpur,GPE
R Sasikumar,PERSON
Rajesh Khirsagar,PERSON
"R Parthiban,",PERSON
Paalur village,GPE
The Tea Board of India,ORG
the Ministry of Science and Technology,ORG
Atpadi,GPE
Jhajjar,GPE
Hindumalkot,GPE
Karthik Narale,PERSON
"Council on Energy, Environment and Water (",ORG
A B Asari,PERSON
Aidla,GPE
Wingreens,ORG
04034 Jammu Mail,ORG
Mullikarumbur,GPE
Bangaru Telangana,ORG
Nadu Tiruchi Siva,PERSON
Langston Society,ORG
Kotbawadi,GPE
Rakesh Ranjan,DIR
Sundaram,PERSON
Khirasara village,GPE
Mahagatbandhan,ORG
K Krishnamurthy,PERSON
Kristalina Georgieva,PERSON
Julana Anaj,GPE
Punjabiyat,ORG
Bharach,GPE
Sunil Tharwani,PERSON
Meenakshipuram,GPE
Washim,GPE
Gadgenagar,GPE
Sandeshkhali,GPE
BV Srinivas,PERSON
Jalmuru,GPE
Indirapuram,GPE
Daulat Desai,PERSON
P J Joseph,ORG
Halol,GPE
Wayanad Coffee Growers’ Association,ORG
Daibalgarh,GPE
R A Jadeja,PERSON
Bhimrao Ambedkar,PERSON
Rajaram Kushwah,PERSON
Vijayapura,GPE
Kotda,GPE
Pain,PERSON
anti-Punjab,ORG
TNOCD,ORG
a Kisan Bhawan,ORG
Kudavasal,GPE
Sukhpreet Singh Udhoke,PERSON
the Registrar of Cooperative Societies,ORG
Gurjatan,PERSON
Narendra Wadhavane,PERSON
Pernem,GPE
the Tamil Nadu Agricultural University’s,ORG
Fatehpur Sabhachand,GPE
Bijnor,PERSON
Ashok Kondiba Sathe,PERSON
Dabbahalli village,GPE
Tuts,PERSON
HSPCB,ORG
SPSH,ORG
Myuru,GPE
Vellanayagampatti village,GPE
Baroliya,GPE
Faridabad,GPE
Khaira,PERSON
Hariom Mishra,PERSON
KTS Tulsi,PERSON
Lokamma,PERSON
Pakribawaran,GPE
Tikri Borders,GPE
The electricity department,ORG
Syalipur,GPE
Asha,ORG
Lammasingi,GPE
Corporation of the City of Panaji,ORG
Kishore Reddy,PERSON
Surendra Kalia,PERSON
Jhansi Andra Vamsi,PERSON
Ecowrap,ORG
Raosaheb Dadarao Danve,PERSON
Nalwadi Krishnaraja Wadiyar,PERSON
Shiv Kumar Sharma Kakka,PERSON
C Rajan,PERSON
Melavastha Savadi,GPE
Visakha,GPE
Nataraj M,PERSON
Abhijeet Kumar,POL
Nawaz,PERSON
Tulsiram Pandey,PERSON
Road Kisan Sangharsh Committee,ORG
P Naveen Rao,PERSON
Akshay Narwal,PERSON
the Indian Council of Agricultural Research,ORG
Datiyana village,GPE
National Biodiversity Authority,ORG
Ajay Devgn,PERSON
Indian Agricultural Universities Association,ORG
Pandanad,GPE
Laxman,PERSON
Ganesh Trading Company,ORG
@BJP4India,ORG
ACB,ORG
S Ramadoss,PERSON
Modi Ji,PERSON
Sirugamani,GPE
Ram Bhagat,PERSON
Rajesh Solanki,DIR
Prahar Jan Shakti,ORG
Papal village,GPE
AP Markfed,ORG
Curti-Khandepar,GPE
National Institute of High Security Animal Disease,ORG
Shivade,GPE
Vankunavath Bulli,PERSON
Kudaluru village,GPE
Shanker Vekaria,PERSON
Kripalsinh Rana,PERSON
Nangunur,GPE
Rajat Nair,PERSON
MEP,ORG
Rajjewal,GPE
Patoliya,PERSON
Chandra Pal's,PERSON
DCH,ORG
Tut,PERSON
pradhan Deviram,PERSON
Vellode,GPE
Nasir,PERSON
S Ganesh,PERSON
department of fisheries development,ORG
P G Medhe,PERSON
Dharmeri,GPE
Zone c,ORG
Sujala,GPE
Akshardham,GPE
Skymet,ORG
Congress Legislative Party,ORG
Rudrapur city,GPE
Gajanan Plant Nursery,ORG
Pakistan Zindabad,GPE
Tony Rana,PERSON
KC Prashantkumar,PERSON
Abhay,PERSON
BKU Ekta Dakaunda,ORG
PATNA,GPE
Sureshkumar,PERSON
Kisan Yojna,PERSON
the Zilla Parishad School,ORG
the Anti-Narcotics Cell,ORG
D Swaroopa,PERSON
Vinay Gowda,PERSON
Adani ji,PERSON
Parveen Attri,PERSON
Raj Kumar Singh,PERSON
Alvira Khan Agnihotri,PERSON
Ramanagara,GPE
SuMO,ORG
Sukhdeep Mann,PERSON
Gurpreet Singh Noorpur,PERSON
V K Yadav,PERSON
BKU Charuni,ORG
Emaar,ORG
Raj Bhavan,GPE
ECR,ORG
Sanjay Raghuwanshi,PERSON
Chaitanya Marpakwar,PERSON
Nagali,GPE
KD Yadav,PERSON
Ambaliya,PERSON
Pratibha Velip,PERSON
Kisan Ekta,GPE
All Farmers Associations’,ORG
Baselios Marthoma Paulose II,PERSON
Te,PERSON
Pollution Control Board,ORG
Bulara,GPE
the Eastern Railways,ORG
the Maharashtra Rajya Kisan Sabha,ORG
Kaunke Kalan,GPE
Kangana,PERSON
ITDA,ORG
Akbarnagar,GPE
NB Meshram,PERSON
Sirsa,PERSON
Buha,PERSON
Haryana Charuni,PERSON
Lokayukta,PERSON
Vishal Monpara,PERSON
Sanjeev Balyan,PERSON
Desar taluka,GPE
Azaad Kissan Sanghrash Committee,ORG
Jat,PERSON
Left Front,ORG
Adhir Ranjan Chowdhury,POL
The South Central Railway,ORG
Devkaran Yadav,PERSON
Vasvi Tyagi,PERSON
Parvathipuram,GPE
Gurkirat Singh,PERSON
Mahua Manjhi,PERSON
Pat,PERSON
Himanshu Rana,PERSON
the ‘Gear Man,PERSON
NOIDA,GPE
Kotadagudda village,GPE
Ranchi sadar,GPE
Bibin Manuel,PERSON
Bharat Kisan Union’s,ORG
Bannerghatta,GPE
Rajnish Kumar,POL
Rajamohan,PERSON
Gadvasu,GPE
St Mary’s Church,ORG
Parshottam Rupala,PERSON
Kondaiyampettai,GPE
Babain,GPE
Vantda,GPE
Vanavanmadevi,GPE
Pranay Ranjan Behera,PERSON
Nilokheri,GPE
Pilavendhiran,PERSON
Vishal,PERSON
Chinna Chokkikulam,GPE
Lemuria Maniyari,GPE
BIM,ORG
Woraiyur,GPE
MAHARASHTRA,GPE
Paaglur village,GPE
the Sanyukta Kisan Morcha,ORG
Bastora,GPE
Kotkasim,GPE
Jurala,GPE
SK Srivastava,PERSON
Yuva Adhikar Rozgaar Andolan,ORG
WBCERC,ORG
Loha,GPE
Gurudwara Dineshpur,GPE
Lalan Sarraf,PERSON
Shankar Gaonkar,PERSON
Devarapalli,GPE
Duronto Express Special,ORG
Sinaula,GPE
SK Pandey,PERSON
Sanjeev Saxena,DIR
Punjab BJP,ORG
Balota,GPE
Gava Chowk,GPE
Coutralam,GPE
the Tamil Nadu,ORG
Senjeri,GPE
Ashika,PERSON
Kodagu,GPE
Yono Krishi,ORG
Praveen Kumar,POL
Udaialal Anjana,PERSON
Nuvem,GPE
Kalindi Kunj,GPE
Customs,ORG
Keshav Maurya,PERSON
S Ram Singh Bedi,PERSON
Vanita Gedam,PERSON
Rythu Bandhu,ORG
CAFO,ORG
Farooqnagar,GPE
M K Kanimozhi,PERSON
M Shanmugam,PERSON
JAIPUR/ALWAR,GPE
Bharat Vankar,PERSON
Rea,PERSON
pro-Kannada,ORG
N Uma Maheshwari,PERSON
SAD (B) president,ORG
Harcharan Singh,POL
Samidurai,POL
Yenamala village,GPE
Pohre,PERSON
Bellare,GPE
RANCHI,GPE
Puneet Agarwal,DIR
Peth,GPE
Trikam Nayak,PERSON
Naswadi,GPE
Asia Pacific Forest Invasive Species Network,ORG
The Pollution Control Board,ORG
Bharuch,GPE
Trimbakeshwar taluka,GPE
Laxmi Patel,PERSON
Muman Sulia,PERSON
Invertis,GPE
Chandimandir,GPE
Mancurad,GPE
Gokulpeth,GPE
Anil Anturkar,PERSON
Ranjith Kumar,PERSON
Ambilal,PERSON
Chowdariguda,GPE
Ishtikhar Ali,PERSON
Dumad,GPE
TMA,ORG
Daah Dhaki,GPE
Rangasamy,PERSON
Krishnayapalem village,GPE
Guru Angad Dev Veterinary and Animal Sciences University,ORG
Bhuthivazhi,GPE
Manch,ORG
Periyapatna,GPE
Jai Kisan,POL
PSG Polytechnic,ORG
HSWC,ORG
Rajveer Lavaniya,PERSON
Ekta Dakaounda,GPE
Jamli,GPE
Vijayender,DIR
Chora,GPE
Central Institute for Cotton Research,ORG
Jagdeep,PERSON
Government Livestock Farm,ORG
Nandaon taluka,GPE
Harshad,PERSON
Kantilal Bhuria,POL
BhimaShankar,GPE
Mavinahalla,GPE
NIA,ORG
the Bharat Mazdur Sangathan,ORG
AIADMK,ORG
Sakshi Arun Mane,PERSON
Chintapalle,GPE
Yasmin Basha,PERSON
Lahoria Kisan Mazdoor Ekta,ORG
M Samykannu,PERSON
Anil Joshi,DIR
Shrimangala agricultural produce cooperative society,ORG
Rajvir Singh,POL
UTTARKASHI,GPE
Narendra Saluja,PERSON
Sagar Feeds,ORG
GSHCL,ORG
ZP,ORG
Satnam Singh Sandhu,PERSON
IndiGo,ORG
Kuldeep Singh,POL
Naregaon,GPE
DMCH,ORG
Sharath,PERSON
Koltes,PERSON
South Panaiyur,GPE
Ustad Rashid Khan’s,PERSON
BKU Haryana’s,ORG
Daran Khap,PERSON
Khutar,GPE
Gondal,GPE
Khetapur,GPE
JPCC,ORG
Janardan Nachinolkar,PERSON
TikTok,ORG
Edappadi K Palaniswami,PERSON
Best Price,ORG
Ramchandrapuram village,GPE
Nadbai,GPE
Model Gram Area,GPE
am Aadmi Party,ORG
Uttam Kumar Reddy,PERSON
Kaur,PERSON
G,GPE
BHU,ORG
NE Railways,ORG
Ramesh Kumar Ganta,PERSON
Holika,GPE
Chetan Maruti Mohol,PERSON
Soraba Taluk,GPE
Central Institute of Post Harvest Engineering Technology(CIPHET,ORG
Lalit Kumar Yadav,PERSON
S Ambika,PERSON
West Champaran,GPE
Kisan Kalyan Mission,ORG
Narmada Bachao Andolan,ORG
Bishan Lal Saini,PERSON
Chirola Bujurg,GPE
GUNTUR,GPE
N Raj Kumar,PERSON
Municipal Administration,ORG
Mazdoor Kisan Shakti Sangathan,ORG
Saroj Poddar,DIR
Brampton,GPE
CJM,ORG
Ravindra,PERSON
Arrah,GPE
Godhra,GPE
Ramesh Pathade,PERSON
H M Gadhvi,PERSON
Sassoon,GPE
Mandavgan Farata,GPE
the Samyunkt Kisan Morcha,ORG
Lakshmi Kumari,DIR
Andarkoil,GPE
Benra village,GPE
Rajinder Benipal,PERSON
Mico Layout,GPE
Rohinton Taraporewala,PERSON
Gurgaon,GPE
Saraswathi Mahal Library,ORG
Budhlada,GPE
Rahe,GPE
Pramod Hinge,PERSON
Barmer,ORG
Mahalingapuram,GPE
Chaugurji,GPE
Hamirgarh,GPE
Vav na Muvada,GPE
Behbal Kalan,PERSON
Jayasri Cherukuri,PERSON
USF,ORG
Gariyadhar,GPE
Chinnadurai,PERSON
Latesh Zaveri,PERSON
Bitcon India Infrastructure Developers Pvt Ltd,ORG
Shamshabad,GPE
Amar Kumar Bauri,PERSON
the Nagpur Improvement Trust,ORG
Agriculture Produce Marketing Committee,ORG
Manikpur village,GPE
Krishnapatnam,GPE
Deepu,PERSON
Nanded,GPE
Vilas Bhujbal,PERSON
Suryawanshi,PERSON
K P Arularasu,PERSON
Pipalsat village,GPE
Awadh Prant,GPE
Ahmednagar Circle,GPE
the Apex Cooperative Bank,ORG
Siruvachur,GPE
S T Somashekhar,PERSON
M P Chinnadurai,PERSON
Maan,ORG
Sandaraju Sudhakar,PERSON
KOLHAPUR,GPE
Jitu Charolia,PERSON
Acharya Narendra Dev Agriculture University,ORG
P V Saravanan,PERSON
Bhim Rao Am,PERSON
sampark,ORG
Marut Drones,ORG
Sagun Velip,PERSON
Nataraj,PERSON
Taiyyab,PERSON
The Nagpur Municipal Corporation’s,ORG
Balbeer Kaur,PERSON
Parle Point,GPE
Indira Gandhi Government Medical College and Hospital,ORG
BSF,ORG
the Madhya Pradesh Electricity Regulatory Commission,ORG
Kalavathi,PERSON
Preet Pal Singh,PERSON
Dhanawar,GPE
CICU,ORG
the Fastener Manufacturers Association of India,ORG
Prakash Reddy,POL
Nelliampathy,GPE
Miyakhangadda,GPE
NGNREGA,ORG
Sal,GPE
Avuladatta village,GPE
Khushdeep Sra,PERSON
E Siva Nagi Reddy,PERSON
Adani Group’s,ORG
Ram Velip,PERSON
M Chinnasamy,PERSON
dairy development department,ORG
Thopupatti,GPE
Ponnam Satyanarayana,PERSON
Murthy,PERSON
Lehra Bega,GPE
Jaydutta Holkar,PERSON
Harispet village,GPE
JAMSHEDPUR,GPE
Kasbe-Sukhene,GPE
Dilip Rajan,PERSON
EGS,ORG
Munish Chandan,PERSON
Chandrababu Naidu,POL
Ramesh Kumar,PERSON
Saurashtra Oil Mills Association,ORG
Ravishankar Godi,DIR
Mallikarjun AK,PERSON
Boraki,GPE
Vangaon,PERSON
Rakabganj,GPE
Thuiya village,GPE
Pravin Darekar,PERSON
Buggathanda village,GPE
Hisar,GPE
Raikot Adda,GPE
Randeep Singh Deol,PERSON
Praveen Chandra Alva,PERSON
Chennai Super Kings,ORG
the South Eastern Railways,ORG
Ekta Ugraha,GPE
Kandiyankovil,GPE
Shirvade Phata,GPE
National Egg Coordination Committee,ORG
Ajit Rathi,DIR
Khargunda village,GPE
Bhanupratap Singh,PERSON
P S Narasimha,PERSON
Mohinder Kaur,DIR
Velugupalli village,GPE
Kajri Gurdwara,GPE
the Post Graduate Institute of Medical Sciences,ORG
Bhartiya Kissan Union Dakonda,ORG
SRPF,ORG
Bichkunda,GPE
Venkatesh,POL
Pasi,PERSON
Belmandal village,GPE
Time,ORG
Deepakram Bhatt,PERSON
M Asha Devi,POL
Surajwadi,GPE
Pinapuram,GPE
Jindoli,GPE
PMGSY,ORG
Chamarajanagar,GPE
Suomi National Polar-orbiting Partnership,ORG
Ratan Kadam,PERSON
Dattu Yadav Chaudhary,PERSON
Fulsavangi village,GPE
K Vijayababu,PERSON
Ba,GPE
Dhanush,PERSON
Udayarpalayam village,GPE
Armoor,GPE
P Nagaraju,PERSON
T Jagga Reddy,PERSON
Shansherpur,GPE
Tafcorn,GPE
Ajab Singh,PERSON
Dhod,GPE
Sanjay R. Bhoosreddy,PERSON
Sahrudaya,ORG
Dhanani,PERSON
Allahaganj,GPE
Eturu,GPE
IDUKKI,GPE
Nilima Gavas,PERSON
Ryotu Bharosa Kendras,ORG
Nizampatnam mandal,GPE
Vijay Nayudu,PERSON
V Chandana,PERSON
Narpat Dan,PERSON
Kanwaljeet Singh,PERSON
Narayanan,PERSON
Federation,ORG
Bhaijaan,PERSON
Rajveer Singh Jadoun,PERSON
MeT,ORG
Narsingi,GPE
Ekta Kapoor,PERSON
Dudh Udpadakh,PERSON
the Goa Dairy's,ORG
Hardeep,PERSON
Vikas Rawal,DIR
Netherlands,GPE
Kelwada,GPE
Boota Singh Burjgil,PERSON
Rohta,POL
Malkheda,GPE
Hasmukh,PERSON
Surender Singh,POL
Thikarda,GPE
Rashtriya Gurjar Swabhiman Samiti,ORG
The Maharashtra Rail Infrastructure Development Corporation Limited,ORG
Shetkari Kamgar Paksh,GPE
Egypt,GPE
Bhangda,GPE
CACP,ORG
Indian Council of Agricultural Research’s,ORG
Garhi Baral,GPE
agriculture department,ORG
Juvvadi Madan Mohan Rao,PERSON
Bahujan Vikas Aghadi,ORG
Balod,GPE
Abhishek Anand,DIR
Supriyo Bhattacharya,PERSON
K Suresh,PERSON
Hanuman Beniwal,POL
Jagtar Singh,PERSON
Kisan Mahasabha,ORG
SKM,PERSON
Kunal Mourya,PERSON
M B Nagannagowda,PERSON
Dharamveer Singh,POL
K Sathemma,PERSON
M Sathyanarayana,PERSON
Budaun,GPE
Rayat Kranti Sanghatana,ORG
Hussainiwala,GPE
Chuttugunta,GPE
Devidas Pangam,PERSON
Anchuthengu,GPE
V Nagamani,PERSON
Kuldeep Kumar,POL
Manvendra Singh Teotia,PERSON
All India Motor Transport Congress,ORG
Shanti Devi,POL
The Bharatiya Kisan Sangam,ORG
Moharli,GPE
Barton Breeze,GPE
Chinnathurai,PERSON
Upleta,GPE
Sigandur,GPE
Massordem,GPE
Indiana,GPE
Dharmender Malik,PERSON
Galla Jayadev,POL
Sajith Abraham,PERSON
Chhawni Mohalla,GPE
Malaipalayam,GPE
Pehalwan Satnam Singh Soni,PERSON
Bharatiya Kisan Parishad,ORG
Veganoor,GPE
KCCI,ORG
Jitendra Kumar Mishra,DIR
Ooty,GPE
S Palanisamy,PERSON
Guddi,PERSON
Sukko Devi,PERSON
BANBIRPUR,GPE
Patole,ORG
Ashok Bhuyar,PERSON
Valasiramani,GPE
Sachin Paigude,PERSON
the Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd,ORG
Halvinder Singh,POL
Anuskura village,GPE
Patherdeva,GPE
Himmat Parmar,PERSON
Uppala Prasada Rao,PERSON
Ganga Ram Punia,PERSON
Ladowal,GPE
NANDYAL,GPE
Sopeti Hema Sree,PERSON
KISLAY Social Research Collective,ORG
K Kumar,PERSON
Palamedu,GPE
Chidanand,PERSON
the India Meteorological Department,ORG
Prohibition Enforcement Wing,ORG
Baddem,GPE
Kuppala Durga Rao,PERSON
Bhatt,PERSON
Past Journey,ORG
Darshan Pal Singh,PERSON
Jamuna Murmu,PERSON
Sunam,GPE
Palanisamy,DIR
The Allahabad HC,ORG
Kundan Podchalwar,PERSON
Aggarsain Chowk,GPE
Saraipalya,GPE
AAS,ORG
ED,ORG
Roopnagar,GPE
Atal Bihari Vajayee,POL
Indian Institute of Management,ORG
G R Chintala,PERSON
Vasudha Nagaraj,PERSON
P Bhagavantha Rao,PERSON
Dharampeth,GPE
Pulaputturu,GPE
Pachpeda,GPE
Subhash Lomte,PERSON
Alampur Bodla,GPE
PLDA,ORG
TimesView,PERSON
M Raghunandan,PERSON
IGU,ORG
Kamptee,GPE
Dinesh Naidu,PERSON
The Indian Council of Agricultura,ORG
The remai,PERSON
Behrampur Chowk,GPE
TN farmers’ wing,ORG
Kuwait,GPE
Jagmohan Singh Patiala,PERSON
Praveen Kapoor,DIR
Vivek Chorgade,PERSON
Tejashwi ji,PERSON
Shyam Pal,PERSON
Cheema Kala,GPE
the Nagpur Municipal Corporation,ORG
National Crime Record Bureau(NCRB,ORG
Punamia,PERSON
Ghate,PERSON
ASI Sumer,PERSON
Dhayari,GPE
A Chandrasekhar Reddy,PERSON
Todaraisingh,GPE
Reliance,ORG
Kothrud,GPE
RTC,ORG
Kaucha Khurd,GPE
J S Majumdar,PERSON
All Kerala Government Contractors’ Association,ORG
Pandey,PERSON
Faldu,PERSON
Roni,PERSON
Ajitwal,GPE
Uppiliyapuram,GPE
"Manila ,",GPE
Kiranjot Sidhu,PERSON
REWARI,GPE
Yadadri Bhuvangiri,GPE
Surguja,GPE
VHA,ORG
Bhowanipore,GPE
CREDAI-Gujarat,ORG
city corporation,ORG
Om Sai Trading Company,ORG
MEMU,ORG
Punjab Congress’s,ORG
Manoj Shukla,DIR
Satyam,DIR
Naresh Dinod,PERSON
Bilkhiria,GPE
Girdhari Lal Sahu,PERSON
Gurtek Singh Virk,PERSON
T Mani,PERSON
Khokhar,PERSON
Chhara village,GPE
Channan Singh,POL
Uttar Pradesh,GPE
Ashwin Kalariya,PERSON
Sengattupatti,GPE
Pinky Taneja,PERSON
Mandola,GPE
Shahabad Markanda,GPE
Arvinder Kaur Ghuman,PERSON
Bogadhi,GPE
Shanti Bai,PERSON
POINGUINIM,GPE
Travancore Cochin Chemicals,ORG
the Agricultural Produce Marke,ORG
Mia Khalifa,PERSON
Uppar Dam,GPE
Yavatmal GMCH,GPE
Erode,GPE
Kashmir Singh’s,POL
Advoi,GPE
Sandeep Girhe,PERSON
Shivajinagar,GPE
Wadvani,GPE
Khatauli,GPE
BV Krishna Rao,PERSON
Shyam Sunder Sharma,POL
D Sridhar Babu,PERSON
Katra,GPE
M Venugopal Reddy,PERSON
South Asia Food Policy Research Instit,ORG
Rohit Sabharwal,PERSON
Sarla,GPE
Sukki village,GPE
John Cusack,PERSON
Tavanapalli,GPE
DL Jadhav,PERSON
S Vimalnathan,PERSON
Kuruburu Shantakumar,PERSON
Shadipur,GPE
Begusarai,GPE
Shree Swami Samarth Engineering Company,ORG
Bhartiya Kisan Union’s,ORG
Hazratganj,GPE
Mohra,GPE
Prashanth Kulali,PERSON
P Shanmugam,PERSON
BKU Kadian,ORG
Swaraj,ORG
Pawan Bansal,DIR
Marcaim,GPE
Kheta Ram,PERSON
Jasmin Bodhra,PERSON
Yamunanagar,GPE
the Labour party,ORG
SIDCUL,GPE
Namkom,GPE
Left Front’s,ORG
