Entity,Type
Model School,ORG
Sahan village,GPE
P-PAS,ORG
Somalia,GPE
Bhikhi,GPE
Eshika Bhargava,PERSON
Prashanth Munnolli,PERSON
G Jayalekshmi,PERSON
Sirugamani,GPE
the All-India Kisan Sabha,ORG
Pagdhar,PERSON
Cauvery Irrigation Farmer’s Welfare Association,ORG
JDA,ORG
Tokyo,GPE
Punjabi University,ORG
D Kempanna,PERSON
Donate Life,ORG
Shankar Trading Company,ORG
Dongurli,GPE
Yogendra Singh Rawat,PERSON
Gamara,PERSON
Gharsana tehsil,GPE
Hinjewadi,GPE
Raikar,PERSON
Vidya Patel,PERSON
Karuppusamy,PERSON
BT Shridhar,PERSON
Hathur,GPE
Yadwinder Shunty,PERSON
Delhi Jal Board,ORG
Eklavya Foundation,ORG
Sarasan,GPE
Mujahid Ansari,PERSON
Purandar taluka,GPE
Vasram Bavalia,PERSON
Narkhed,GPE
Ganeshra,GPE
The Capital Region Development Authority,ORG
Shirgaon,GPE
Sanjay Bhatia,PERSON
Jairam Choudhary,PERSON
Sandeep Saran,PERSON
Saugata Roy,PERSON
Chidambaram,PERSON
Sarv Hind Rashtriya Kisan Mahasangh,ORG
Foolchand Dheva,PERSON
Amit Mitra,PERSON
Karimbam,GPE
Nagappattinam,GPE
Patidar,PERSON
Agostino Misquita,PERSON
Beatles,PERSON
Jagadish,PERSON
Kul Hind Kisan Sabha,ORG
the United Nations,ORG
AEFS,ORG
M P Chinnadurai,PERSON
Vijay Kumar Choudhary,PERSON
South 24,GPE
Pathan,PERSON
All Farmers Associations’,ORG
TOI+ How,ORG
Venkatrasa,PERSON
Pant,ORG
Aliyar,GPE
the Border Security Force,ORG
Kolarkar,PERSON
Gudhan village,GPE
RRT,ORG
NHAI,ORG
FPOs,ORG
Avinashi,GPE
MahaRERA,ORG
Mominpura,GPE
Kovind,PERSON
Eluru,GPE
Koregaon Bhima,GPE
Kalyani Krishnan,PERSON
Dungarpur,GPE
Brinjal,ORG
Anandpur Sahib,GPE
BKU Ekta Ugrahan,PERSON
G Ishwar,PERSON
Dokarpur village,GPE
Dheerendra,PERSON
SGCCI,ORG
samiti,ORG
Old Goa,GPE
"Fruit, Vegetable and Flower Growers Association’s",ORG
Indo Tech Ice and Cold Storage,ORG
Maharashtra Pollution Control Board,ORG
Palanivel Thiaga Rajan,PERSON
Adani Transmission Limited,ORG
Bareilly,ORG
Ahmad,PERSON
Kongarpalayam village,GPE
Pravi Chorodia,PERSON
Ritika,PERSON
Surendranagar,GPE
Cauvery,GPE
Sroop Ram,PERSON
Banna Gupta,PERSON
the Bhartiya Janta Party,ORG
Barefoot Academy of Governance,ORG
Balka Suman,PERSON
Tehsil,GPE
Pollachi,GPE
Kanadia,GPE
P Thirupathi,PERSON
Kot Dharmu,GPE
Periyanaickenpalayam block,GPE
Satlan,GPE
R&S,ORG
Deepu,PERSON
Lakhwinder,PERSON
Bhanji Khan Malek,PERSON
Doraikannu,PERSON
Quepem,GPE
Tirwa,GPE
Venmani,GPE
Ram Govind Chaudhary,PERSON
Lammasingi,GPE
Terai Kisan Mahasabha,ORG
Sikhs For Justice,ORG
Jarifpur Gadhiya,GPE
MFMB,ORG
Tar Kishore Prasad,PERSON
P Ramarao,PERSON
Devla,GPE
Surata,GPE
Mewa Singh,PERSON
Burliar,GPE
Tamar,GPE
Gangadharappa,PERSON
R Udhaya Kumar,PERSON
M Asha Devi,PERSON
Left Front’s,ORG
Punjab Pollution Control Board,ORG
Nestor Rangel,PERSON
Karthik Krishnamurthy,PERSON
Lok Janshakti Party,ORG
Ailapur,GPE
M Ramchander Goud,PERSON
Murugan,PERSON
Gurthari village,GPE
Krishna Kumar,PERSON
Sanjay Jagtap,PERSON
Suresh Madkar,PERSON
Rajnish Tyagi,PERSON
Bisalpur,GPE
ITD Cementation,ORG
Mehrauli,GPE
— Ahmed Ali,PERSON
Pineapple Traders Association,ORG
JDU,ORG
Pitambar Molpha,PERSON
Ashwin Patel,PERSON
N Narayana,PERSON
Desarda,PERSON
US Nagar,GPE
Nellore Rural,ORG
Ranjeet Gujarati,PERSON
Aditi Pundhir,PERSON
Ahmed Patel,PERSON
Natta village,GPE
Shankar Chaudhary,PERSON
Naxal,PERSON
Madhampatti,GPE
Kerala Bank,ORG
Ganesan,PERSON
the Karnataka State Rural Development Panchayat Raj University,ORG
Jeeva,PERSON
Uttar Pardesh,GPE
Randeep Kumar,PERSON
Bhiwani,PERSON
Besuru,GPE
Nanuram Katara,PERSON
Kheri Naru,GPE
Mar Thoma Yuvajana Sakhyam,ORG
the All India Mango Growers Association,ORG
NABARD,ORG
Badhada,GPE
mandi,GPE
Devidas Pangam,PERSON
the Punjab Alkalies and Chemicals Limited,ORG
Bhinmal,GPE
Dhakwara village,GPE
Abbukoti Penchalaiah,PERSON
Prabhu N Singh,PERSON
Swarna,ORG
RPSC,ORG
Bhagaram,PERSON
MahaMetro,ORG
Badhni Kalan,GPE
Pulkit Khare,PERSON
Pradhan Mantri Kisan Samman Nidhi,ORG
Ahmednagar district,GPE
BKU Ekta Ugrahan,ORG
Jagner,GPE
Nagarjunasagar,GPE
Gabu,PERSON
Pilalda,GPE
Jaan hai,PERSON
Bhawan Preet,PERSON
Rashtriya Swayamsevak Sangh,ORG
Manish More,PERSON
Umrane,GPE
Mirgaon,GPE
Avinash Paswan,PERSON
Milind Kamble,PERSON
Puneet Karnawat,PERSON
Adhir Ranjan Chaudhury,PERSON
Manisha Bishnoi,PERSON
Shanmuga Sundaram,PERSON
Mafatiyapara,GPE
K K Singh,PERSON
Varthur,GPE
JK Singh,PERSON
Sk Basha,PERSON
Amaravati Parirakhsana Joint Action Committee,ORG
Mahuva,GPE
Saharanpur,GPE
Hardeep Singh Dimpy Dhillon,PERSON
MANGALURU,GPE
Naresh Padaliya,PERSON
the Agriculture Produce Market Committee’s,ORG
the National Horticulture Development Programme,ORG
Dodamarg,GPE
Gupteshwar Gajanan Maharaj Temple Santhan,ORG
Kallal,GPE
Pradesh Kisan Sangharsh Samiti,ORG
Neville Alphonso,PERSON
the Punjab Arhtiya Association,ORG
ALAPPUZHA,GPE
Konda Reddy,PERSON
Hathidah,GPE
Maninder,PERSON
Sachkhand Express,ORG
Vipin Sharma,PERSON
AEE Hanagal,ORG
Tomar sa,PERSON
UP Congress,ORG
Diljit Dosanjh,PERSON
ITO,GPE
Norman Borlaug,PERSON
Badal Patralekh,PERSON
PAU Employees’ Union,ORG
Ashok Gehlot Beniwal,PERSON
Mungerilal,GPE
class VII,ORG
the All India Forward Bloc,ORG
the National Agricultural Co-operative Marketing Federation of India Ltd,ORG
Rumela Gangopadhyay,PERSON
Joginder Singh Ugraha,PERSON
Prakash Soy,PERSON
R Rangasamy,PERSON
Pajawa village,GPE
NIRD,ORG
KR Nagar,GPE
Kothuru,GPE
Kaliya,PERSON
Delhi Transport Corporation,ORG
Uklana Mandi,GPE
Ajmeera Kumaraswamy,PERSON
Samir Shah,PERSON
Sumit Jaiswal,PERSON
Himmat Kharade,PERSON
Bhikhapur,GPE
Capital Development Authority,ORG
Shalimar,GPE
S Anand,PERSON
Ba,GPE
the Panj Pyare,ORG
Vanrai,GPE
World Bank,ORG
Lata Mangeshkar,PERSON
BM Mishra,PERSON
BhimaShankar,GPE
REWARI,GPE
Yogi A,PERSON
Kharsawan,GPE
Yerpedu,GPE
Subhash Shelke,PERSON
UAE,GPE
Alinagar,GPE
Jasjit Kaur,PERSON
Nishank,PERSON
ALWAR,GPE
Tasgaon,GPE
Himmat Parmar,PERSON
Gondal taluka,GPE
non-BJP entities,ORG
Koltes,PERSON
NEW DELHI/LUCKNOW,GPE
The Telangana State Cooperative Marketing Federation,ORG
Anirudh Sangwan,PERSON
Navalur Kuttappattu,GPE
Lalit Kumar Yadav,PERSON
Chetticulam,GPE
Hasanpur,GPE
Kashi Vishwanath,PERSON
Ramdas Athawale,PERSON
Vikas Singh,PERSON
Surajpur,GPE
Sharry,PERSON
Vikramjit Singh,PERSON
K Chandrashekhar Rao,PERSON
Chikkamagalur,GPE
Ramesh Sahu,PERSON
Tenginakai,PERSON
Rajamohan,PERSON
Kasaragod Development Package,ORG
Lakshminarayanan,PERSON
P Chidambaram,PERSON
Arda,GPE
Nandiyar Head,GPE
Narayan Singh,PERSON
VASCO,GPE
The Birsa Agriculture University,ORG
Ziltawadi,GPE
Oberoi,PERSON
Jhalawarre,GPE
Kalyan RTO,ORG
Bhoomaiah,PERSON
‘ Kisan Diwas ’,ORG
Rebello,PERSON
Ujhani,GPE
Seelam Srinivas Reddy,PERSON
Ratan Singh Sorout,PERSON
Mathew,PERSON
Uranium Corporation of India,ORG
Thirupathy,PERSON
Pakistan,GPE
Rajewal,GPE
Kishore Jedhe-Deshmukh,PERSON
Sing,ORG
Marten,PERSON
Muman Sulia,PERSON
"Information, Education and Communication",ORG
Boraki,GPE
Thennarasu,PERSON
Balwant Singh,PERSON
Dharamvira Gandhi,PERSON
Bhiloda,GPE
the agriculture produce marketing committee,ORG
E B Chakurkar,PERSON
JD,ORG
Bhavad,GPE
Pausakar,PERSON
Aundh,GPE
V-P,PERSON
Tungabhadra,GPE
Roorkee,PERSON
Ravinder Pal Singh,PERSON
Makhmalabad,GPE
Milind Wyawahare,PERSON
Khadsangi,GPE
Kundaraki,GPE
Vijay Kumar,PERSON
Kamala Harris,PERSON
Rajnath Singh-ji,PERSON
Bharat Makwana,PERSON
Ajit Rathi,PERSON
Crazy Beauty Salon,ORG
Zone c,ORG
Jaan Reddy,PERSON
Firangi Nala,GPE
"the Council on Energy, Environment and Water",ORG
Narasappa,PERSON
Kirubakaran,PERSON
Sherkhi,GPE
Batlagundu,GPE
Vattavada,GPE
Devadi village,GPE
Nitin Vora,PERSON
Amit Bhartiye,PERSON
P Nalini,PERSON
Andanigowda,PERSON
S G Palacharya,PERSON
BMGF,ORG
Kheti Bachao,PERSON
Udai Veer Singh,PERSON
S Shankar,PERSON
BAKS,ORG
B G Kolse-Patil,PERSON
All India Farmers’ Sangharsh Coordination Committee,ORG
padashekaram,ORG
Kitnod village,GPE
Gurpal Virk,PERSON
Homai,PERSON
Tikamgarh,GPE
Bharat Bhushan Ashu,PERSON
Animal Husbandry and Veterinary Services,ORG
New York,GPE
TNAU Alumni Association,ORG
Khavda village,GPE
Gautam Sardana,PERSON
MIHAN,GPE
Congress,ORG
Jagrut Ad,ORG
JNV Canacona,ORG
the central pollution control board,ORG
Hanumanth Sagar,PERSON
Samraj,PERSON
Tulsiram,PERSON
Ramkrishna ‘Sudin’ Dhavalikar,PERSON
Devender Yadav,PERSON
the Swabhimaani Shetkari Sanghatna,ORG
Rajindra Singh,PERSON
Congres,ORG
Jangra Sabha’s,PERSON
Talegaon,GPE
S Bhasker,PERSON
NeerX Soil,ORG
T Narasipur,GPE
andolanjeevis,PERSON
Sadashivnagar,GPE
Nazar Malik,PERSON
Goregaon,GPE
Magazine,ORG
Ekta Dakonda,ORG
Abhishek Kumar,PERSON
Jagannath,PERSON
Devesh Patel,PERSON
Kailesh Choudhary,PERSON
Indri,GPE
Niranjan Reddy,PERSON
Gandhi Nagar,GPE
Panjabrao Deshmukh Krishi Vidyapeeth,ORG
Dhirubhai D Thumer & Co,ORG
the Krishi Sichai Yojana,ORG
Rakeshji,PERSON
the Indian Agricultural Research Institute,ORG
Gurmeet Singh Meet Hayer,PERSON
Antony P P Vettiyankal,PERSON
Cauvery Farmers Protection Association,ORG
Bhushan,PERSON
Kamlajeet Sherawat,PERSON
Mannargudi,GPE
P Kanimozhi,PERSON
BJPs,ORG
Central Citrus Research Institute,ORG
Mangalore University,ORG
Amit Kala,PERSON
The Indian Meteorological Department,ORG
Tangedco,ORG
Sembukudipatti,GPE
NADP,ORG
Eturnagaram,GPE
Sunny Tomar,PERSON
Chera,PERSON
Vidhya Charan Reddy,PERSON
Siddhartha Goswami,PERSON
Aheri,GPE
R N Bhojani,PERSON
Yamunanagar Sadar,GPE
Sampath,PERSON
Bisalpur tehsil,GPE
Gerabari Chowk,GPE
Nettoor,GPE
Jitendra Kumar Mishra,PERSON
Sardar Patel,PERSON
Ravidas,PERSON
Barosara,GPE
Sheetal Singh,PERSON
Mangli Tanda,GPE
National Sample Survey,ORG
WCL,ORG
Pullalacheruvu,GPE
Pak,GPE
Jayashankar Bhupalpally,GPE
Jagan alias Janarthanan,PERSON
Rayachur,GPE
Puran Singh,PERSON
Puja Pandey,PERSON
M Mahesh,PERSON
Dhanji Rojasara,PERSON
KOLAR,GPE
Deepak Makwana,PERSON
Sujala,GPE
Sunil Bazad,PERSON
Tea Board of India,ORG
Pratap Singh Khachariwas,PERSON
PAU Ludhiana,ORG
Motinge,PERSON
Kheda,GPE
Raman,PERSON
Nagendra Singh,PERSON
Nashik District Central Cooperative Bank,ORG
Jat Mahasabha,GPE
Atmanirbhar Bharat,ORG
TSCSC,ORG
Hardik,PERSON
Naresh Kumar,PERSON
Imaambaksh Baloch,PERSON
Dharmapuri Arvind,PERSON
India Post Payments Bank,ORG
Shyam Singh Chahar,PERSON
Hiranki,GPE
Housing Board Haryana,ORG
NSRC,ORG
Umred Sudhir,GPE
Keelakuruchi Farmer Producer Group,ORG
Bannur hobli,GPE
Sadashiva Ullal,PERSON
M V Sesha Sai,PERSON
Walusha,PERSON
Sirapparai village,GPE
The Union Cabinet,ORG
Lasnapur,GPE
Koyana,GPE
Shaikh,PERSON
SFJ,ORG
Santiniketan,GPE
Mukesh Patel,PERSON
the Birsa Agricultural University,ORG
RC Agarwal,PERSON
Kovilpalayam,GPE
Manjri Budruk,GPE
Rotary Club,ORG
Pawadh,GPE
Navin Oberoi,PERSON
mahapanchayat,ORG
Vashi APMC,ORG
Manikandan,PERSON
RTO,ORG
Bhagyaraj B,PERSON
Department of Mining and Geology,ORG
Shaymaprasad Mukherjee Rurban,PERSON
Satbir Pahalwan,PERSON
Nishan Sahib,PERSON
Tiruvanmiyur,GPE
Nawaz,PERSON
the Upper House,ORG
Smart City,ORG
Peehu,PERSON
South Corporation,ORG
Mavinahalla,GPE
Karanjgaon,GPE
S Ganapathi,PERSON
the directorate of agriculture,ORG
Rajiv Gandhi Science and Technology Commission,ORG
the Archaeological Survey of India,ORG
Rajbeer,PERSON
Lokur,PERSON
Sirsa,GPE
Bhoj Raj,PERSON
Agricultural Produce Marketing Committees,ORG
Bharatiya Kisan Parishad,ORG
Kumthol,GPE
Lakhbir Singh,PERSON
Chhotu Ram,PERSON
Bettiah,GPE
the joint electricity regulatory commission,ORG
Dhanora village,GPE
Akhil Bhartiya Khet va Gramin Mazdoor Sabha,ORG
Hanamkonda,GPE
BKU E,PERSON
Bhadrachalam,GPE
Punjab Remote Sensing Centre,ORG
Balbir Singh,PERSON
Krantikari,GPE
Sujangarh,GPE
Delhi Katra Expressway Kisan Sangharsh Committee,ORG
Dilip Mukati,PERSON
Swaminathan Commission,ORG
Moti Mahal,PERSON
Khader,PERSON
Eraharam Swaminathan,PERSON
Pradeep Jain Aditya,PERSON
Vikas,PERSON
Bhupesh Baghel,PERSON
Nunna,GPE
Tyagi,PERSON
Meena Devi,PERSON
Atul Gupta,PERSON
JD (U,ORG
Aleria,ORG
Uttarakha,GPE
Tawa,GPE
Baldev Patel,PERSON
Brackish Water Research Centre,ORG
The Nihang Fauj,GPE
Bharat Ratna,PERSON
Darjeeling,GPE
Green Bench,ORG
Anshumali Dwivedi,PERSON
P Venkatrama Reddy,PERSON
Shansherpur,GPE
Sheikhpura,GPE
Ramavatar Barnala,PERSON
Madan Sahni,PERSON
M Vijayakumar,PERSON
PMK,ORG
pradhan Deviram,PERSON
Ishwarsinh Patel,PERSON
Anay Marathe,PERSON
Agriculture Produce Marketing Committee,ORG
Sardar Patel,ORG
Khutar,GPE
Kanaksinh Jadeja,PERSON
Dimbam,GPE
Rasuiya,GPE
Puliyur Nagarajan,PERSON
Indcoserve,ORG
Vitthal Dhandge,PERSON
Sultan Ali,PERSON
Rajkumar Mor,PERSON
Hansa Singh,PERSON
Ankita Dhyani,PERSON
SAD-Badal,ORG
Ananthaiah,PERSON
Western Zone,GPE
Sonia Mann,PERSON
Madhulika Mishra,PERSON
Bihar Rajya Farm Labour Union,ORG
Samrakshana Samithy,ORG
V Lingammal,PERSON
Sankaranar Kudikadu,GPE
Manaba,GPE
Mania Singh,PERSON
Prithvi Meena,PERSON
BANBIRPUR,GPE
World Vision India,ORG
Dashrath Mane,PERSON
Ekram Hussain,PERSON
Bhola Khabri,GPE
Chintamani,GPE
JODHPUR,GPE
Navin Mittal,PERSON
Sindhudurg,GPE
Kashyap,PERSON
Koppal,GPE
Aroor,GPE
JEEViKA,ORG
Prompt Enterprises,ORG
Sanjeev Kumar,PERSON
Baba Lakha Singh,PERSON
Umesh Singh Kushwaha,PERSON
Greater Chennai Police,GPE
the National Crime Record Bureau’s,ORG
R Meenakshi Sundaram,PERSON
Punjabrao Mahadevrao Gawande,PERSON
AS Bopanna,PERSON
Sushanto Mukherjee,PERSON
BV Yadav,PERSON
Vellimalaipatti,GPE
Mohan Babu,PERSON
E Uday Kiran Reddy,PERSON
K C Venugopal,PERSON
DARBHANGA,GPE
N Chandrababu Naidu,PERSON
Gill,GPE
CCI,ORG
Diamond Harbour,GPE
Chaitanya Mandlik,PERSON
Jammu,GPE
Abhay Saxena,PERSON
Susanto Mukherjee,PERSON
Jamuna Murmu,PERSON
FAIFA,ORG
PONDA,GPE
N S Parthasarathy,PERSON
Asian Development Research Institute,ORG
the Pradhan Mantri Matsya Sampada Yojana,ORG
Prem Singh Bhangu,PERSON
the Vinayaka Coconut Producers Company,ORG
Keshampet,GPE
K Sanjeevaiah,PERSON
The Sunni Yuvajana Sangham,ORG
Ho,PERSON
the Singur Krishijami Rakkha Committee,ORG
Nazar Singh Manshahia,PERSON
Puri,PERSON
Mukesh,PERSON
Rajeshwar Dadamal,PERSON
International Monetary Fund,ORG
Bharaitya Kisan Union,ORG
T Jeevan Reddy,PERSON
S Uma,PERSON
Kolam Budruk,GPE
PDDB,ORG
Vi,ORG
Pillu Khera,GPE
Zirakpur,GPE
Bablu Kharar,PERSON
Mahindra & Mahindra,ORG
Tavarekere,GPE
Balasaheb Sawant Konkan Krishi Vidyapeeth,ORG
Tirupati,GPE
Atal Behari Vajpayee,PERSON
Sabha,ORG
Chittoor,GPE
O P Dhankar,PERSON
Khera khap,GPE
Lakshmi Nivas Mishra,PERSON
SMS Infrastructure Limited,ORG
Prabudh Singh,PERSON
Katehra village,GPE
Satapara,PERSON
Sitaram Trading,ORG
Rishipal Singh,PERSON
JK Maheswari,PERSON
Kyle Kuzma,PERSON
Desiya Thanninthiya Nathigal Inaippu Vivasayigal Sangam,ORG
Ajit Kumar,PERSON
Talala,GPE
SAMBALPUR,GPE
Amphan,GPE
The Nagpur Municipal Corporation’s,ORG
Teloo Ram,PERSON
Akshat Sharma,PERSON
S N Shrivastava,PERSON
V K Gupta,PERSON
Diem Agro LLP,ORG
Thaniyamangalam,GPE
DSP,ORG
Prabhjot Singh,PERSON
Raju Punjabi,PERSON
Rajesh Pratap Singh,PERSON
Abhiman Vishvanath Ambadare,PERSON
Jambudi village,GPE
Ramvriksha Gautam,PERSON
JMC Heritage,ORG
DAVANAGERE,GPE
Attur,GPE
Mahendra Verma,PERSON
Surla,GPE
the Punjab Regional and Town Planning and Development Board,ORG
Delhi Metro,ORG
Bhukhi village,GPE
Vivek Kumar Mishra,PERSON
Saifi,PERSON
Rajesh Gajera,PERSON
Burhan Shaikh,PERSON
Basnhilal Kumhar,PERSON
Garugubilli,GPE
BLFs,ORG
D P S Randhawa,PERSON
Aerawat,ORG
Saang Singh,PERSON
Ponam Malakondaiah,PERSON
Sanyukt Kisan Manch,ORG
Aligarh,GPE
the Sanyukt Sangharsh Party,ORG
Jain,PERSON
Sushma,PERSON
Charanpal Singh,PERSON
Indore Poultry Farmers Association,ORG
Ayanapuram,GPE
Mekedatu,GPE
Hasiru Sene,GPE
O P Vishnoi,PERSON
Canacona,PERSON
Punjab Arhityas Association,ORG
Jayant Chaurdhary,PERSON
Hopcoms,ORG
JAMSHEDPUR,PERSON
M Appavu,PERSON
Naalvandi,GPE
Laxmanpur,GPE
Tope,PERSON
Lead Bank,ORG
Pareek,PERSON
Bijti,GPE
All India Kisan Ma,ORG
Uthamar,GPE
Panjabrao Deshmukh,PERSON
Rashtriya Janata Dal,ORG
Urban Gro,ORG
devasthanam,ORG
Nanjanagud,GPE
Jindpur,GPE
", EB Chakurkar",PERSON
WDDRL,ORG
Ghanshyam Koli,PERSON
Rinku Shaw,PERSON
the directorate of animal husbandry and veterinary services,ORG
Satyaprakash Tiwari,PERSON
Birendra Prasad Gupta,PERSON
Ivory Coast,GPE
WRD,ORG
Parwinder Singh,PERSON
Khambhalia taluka,GPE
Singla Group,ORG
SKM,PERSON
the Mission for Integrated Development of Horticulture,ORG
Disve,PERSON
HFCS,ORG
Jamnagar,GPE
Javandh Village,GPE
Khetihar Jeevan Suraksha Yojana,ORG
Hanuman Nagar Zone,GPE
Mumbai,GPE
Bardish Chagger,PERSON
Kulithalai,GPE
BFA,ORG
the Cauvery Water Management Board,ORG
Kalyan-Dombivli,GPE
mins,ORG
National Real Estate Development Council,ORG
Malbawadi Hanumanji,GPE
Inter-Services Intelligence,ORG
"Kaveri,2",PERSON
Kunbi,GPE
Suresh Kuncolikar,PERSON
Sanwer,GPE
Bujjamma,PERSON
Vasundhara,GPE
Hosahundi village,GPE
Jain Singh,PERSON
Bindhu R Mathews,PERSON
Mutha,GPE
Vadu,GPE
Bimal Lakra,PERSON
Devidaspura,GPE
VARANASI,GPE
DCH,ORG
Darshan Pal Singh,PERSON
Mansa Singh Ruldu,PERSON
Ghanshyamsinh Mori,PERSON
Bhamaragad,GPE
Ashok Rathwa,PERSON
PSPCL,ORG
Hazrat Nagar Gadhi,GPE
The Jawaharlal Nehru Technological University,ORG
the Agriculture and Processed Food Products Export Development Authority,ORG
CARE Ratings,ORG
ACP,ORG
Bhambhu,PERSON
Harivansh,PERSON
Assandh,GPE
Swaraj,ORG
Deriya ki,GPE
Deswal,GPE
Madghane,PERSON
Virendra Yadav,PERSON
Sumeet Singh,PERSON
Baldev Singh Dhillon,PERSON
Kudiyal,PERSON
Dnyanesh Patil,PERSON
Shingara Singh Mann,PERSON
Umesh Solanki,PERSON
Manch,ORG
Warud,GPE
Durairaj,PERSON
Lakhimpur Khiri,GPE
Bharukehra,PERSON
Lavanya Lakshmi,PERSON
Vriksha Ayurvedam,ORG
Su,PERSON
Nandigama mandal,GPE
Prasad Velip,PERSON
Pullambadi,GPE
Vasanth Barnad,PERSON
Ponsulem,GPE
Kolkata Society for Cultural Heritage,ORG
Binain khap,PERSON
Padam Singh Rod,PERSON
Jawed Ahmed Warsi,PERSON
Shetkari Sanghatna,GPE
Kakka ji,PERSON
K Srinivas Reddy,PERSON
the Tamil Nadu Vivaisaigal Sangam,ORG
GV Ramanjaneyulu,PERSON
Randhir Chaurasia,PERSON
Bibin Manuel,PERSON
Raya,GPE
Palayamkotta,GPE
Majhola,GPE
Kashipur,PERSON
National Institute of High Security Animal Diseases Laboratory,ORG
Kiratpur Mandi,GPE
Thirukkattuppalli,GPE
Kaulan,GPE
Mohan Nagar,GPE
Lal Singh,PERSON
Rahul Rekhawar,PERSON
Pearson,ORG
Pardeep Rapria,PERSON
the Pradhan Mantri Kisan Samman Nidhi,ORG
Bhagu,PERSON
Devkaran Yadav,PERSON
FICCI,ORG
Mandadam village,GPE
Nation for Farmers,ORG
Sandeep S.,PERSON
Galwan,GPE
Chikkabyadarahalli village,GPE
R Ramakumar,PERSON
Samyukt Kisan Morcha,ORG
Nepean Sea Road Residents’ Association,ORG
Sanpkheda village,GPE
the Congress party,ORG
Kamalapur,GPE
Simadi village,GPE
CNN,ORG
Palak,PERSON
the Maharashtra State Agriculture Marketing Board,ORG
Bellandur,GPE
Chakkar,GPE
Cornell,ORG
Delhi Vidhan Sabha,ORG
Bilaspur Marg,GPE
Rajan Jawala,PERSON
Raghunandan Society,GPE
familie,ORG
Meghwal,PERSON
Abhel,PERSON
Bhelupur,GPE
the Anti-Narcotics Cell,ORG
Trinamool Youth Congress,ORG
Republican Party of India’s,ORG
Bharatiya Kisan Union 's,ORG
Pradesh Kisan Sangarsh Samiti,ORG
Rythu Swarajya Vedika,PERSON
SKM,ORG
Batisa,ORG
Ajmani,PERSON
Delhi-NCR's,GPE
Shiroda PHC,GPE
the Kisan Bima Durghatana Yojana,ORG
Usha Rajawat,PERSON
Baljeet,PERSON
Neelam Ghuman,PERSON
The Met,ORG
Isanagar,GPE
Gopalakrishnegowda,PERSON
Porbandar,GPE
The Thiruvananthapuram Regional Co-operative Milk Producers Union,ORG
The Federation of All India Farmer Associations,ORG
the World Economic Forum,ORG
Ibrahimpur,GPE
Shirapur,GPE
Bharat R Char,PERSON
Bote,PERSON
Birja Ram,PERSON
GNIDA,ORG
Abhijeet Kumar,PERSON
Bahujan Samaj Party,ORG
the Lower House,ORG
Muthuraman G,PERSON
Imamwada,GPE
G Sundaramoorthy,PERSON
the Union government,ORG
NCCF,ORG
Haldwani,GPE
AHIDF,ORG
Federations of Farmers Producers Organisations,ORG
Pushkar Singh Dhami,PERSON
Junnu,PERSON
Ajay Mishra,PERSON
All-India Kisan Mazdoor Sabha,ORG
Benita Mary Jaiker,PERSON
Janardhan Prasad,PERSON
Surana,PERSON
Diane von Furstenberg,PERSON
"Maharashtra Council of Agriculture, Education and Research",ORG
Savleram Kute,PERSON
Varsat,PERSON
girdawar,GPE
Ajit Singh,PERSON
Verem,GPE
Chandrashekar Bawankule,PERSON
The Particle Collective”,ORG
Government of India,ORG
PV Rajagopal,PERSON
Omar Khalid,PERSON
Shiv Narayan Parihar,PERSON
Saraymamrez,GPE
Sarabha Nagar,GPE
Yashwant Kumar Singh,PERSON
Yadav,PERSON
Gudemadanahalli,GPE
V Ramasubramanian,PERSON
Durai,PERSON
S Ambika,PERSON
Vinoba Bhave,PERSON
Pradesh Kissan Morcha,ORG
Boothalapuram,GPE
Garmodi,GPE
Modakurichi,GPE
R Ashoka,PERSON
Chaudharywas,GPE
Agricultural Engineering,ORG
Bhagwan Changle,PERSON
The Shiromani Akali Dal,ORG
America,GPE
Avhana,GPE
Andbojhi village,GPE
Ravi Suryavanshi,PERSON
PHAGWARA,GPE
Khanna MC,GPE
Nithin Prabhu,PERSON
Patanjali Yog Peeth,ORG
IAUA,ORG
kuruvai,GPE
Sunna Vaddi Panta Runalu,ORG
Ch Sindhu Sharma,PERSON
Surjeet Singh Phul,PERSON
mehndi,GPE
BC Patil,PERSON
Kalu Virani,PERSON
Anti-Terrorist Front of India’s,ORG
Bhawanigarh,GPE
Janakpur village,GPE
Altaf Khan,PERSON
Amrinder Singh,PERSON
Kargil,GPE
Supriya Shrinate,PERSON
Dasarwar,PERSON
PAU College of Agriculture,ORG
World Trade Organisation,ORG
Selja,PERSON
MSc,ORG
the Bihar State Pollution Control Board,ORG
Naraendra Modi,PERSON
K Vasudeva Rao,PERSON
Adani ji,PERSON
Game,ORG
GAKUVED,ORG
Jai Jawan Jai Kisan Sanghatna’s,ORG
Amanda Cerny,PERSON
Ajay Rana,PERSON
Anakapalle,GPE
Bank of Maharashtra,ORG
Meera Saheb,PERSON
Gowtham,PERSON
MSAMB,ORG
Kulwant Singh Sandhu,PERSON
NA,ORG
the district cane department,ORG
BSSDC,ORG
Arakalavadi,GPE
the home department,ORG
Pennagaram,GPE
Basavaraj Bommai,PERSON
Chainpur,GPE
Paradip,GPE
Buena Park,GPE
NC,ORG
Nirmala Seetharaman,PERSON
C Thangavelu,PERSON
Brijesh Kumar D,PERSON
Tamizhaga Eri Mattrum Attru Pasana Vivasayigal Sangam,ORG
Karnataka,GPE
